Gene,Sample,Habitat,Group
AATEDH010000020.1_43,GCA_012741475.1_PDT000101844.3_genomic,Soil,GroupD
AATCUD010000039.1_4,GCA_012762215.1_PDT000688728.1_genomic,Soil,GroupF
AATCUY010000123.1_6,GCA_012763435.1_PDT000113209.3_genomic,Soil,GroupD
AATCVO010000076.1_5,GCA_012763535.1_PDT000113208.3_genomic,Soil,GroupD
AATCVI010000027.1_25,GCA_012763555.1_PDT000113207.3_genomic,Soil,GroupD
AATCVG010000029.1_25,GCA_012763565.1_PDT000113206.3_genomic,Soil,GroupD
AATCVR010000074.1_5,GCA_012763595.1_PDT000113203.3_genomic,Soil,GroupD
AATCVP010000018.1_43,GCA_012763635.1_PDT000113202.3_genomic,Soil,GroupD
AATCVJ010000101.1_5,GCA_012763655.1_PDT000113205.3_genomic,Soil,GroupD
AATCVL010000027.1_25,GCA_012763675.1_PDT000113204.3_genomic,Soil,GroupD
AATCVQ010000078.1_6,GCA_012763715.1_PDT000113201.3_genomic,Soil,GroupD
AATCVN010000020.1_43,GCA_012763735.1_PDT000113200.3_genomic,Soil,GroupD
AATGND010000004.1_83,GCA_012786515.1_PDT000712856.1_genomic,Soil,GroupF
AATGQB010000001.1_43,GCA_012787775.1_PDT000709582.1_genomic,Soil,GroupF
AATGPV010000003.1_43,GCA_012787835.1_PDT000709590.1_genomic,Soil,GroupF
AATGQE010000002.1_43,GCA_012787895.1_PDT000709575.1_genomic,Soil,GroupF
AATGWH010000097.1_4,GCA_012793915.1_PDT000671190.1_genomic,Soil,GroupF
AATGZA010000096.1_5,GCA_012795755.1_PDT000140705.3_genomic,Soil,GroupC
AATGYX010000157.1_5,GCA_012795815.1_PDT000140706.3_genomic,Soil,GroupC
AATJUS020000022.1_73,GCA_012846575.2_ASM1284657v2_genomic,Soil,GroupA
AATKMW020000007.1_180,GCA_012864575.2_ASM1286457v2_genomic,Soil,GroupA
AATKNQ010000004.1_83,GCA_012877275.1_PDT000712827.1_genomic,Soil,GroupF
AATKNR010000003.1_83,GCA_012877335.1_PDT000712826.1_genomic,Soil,GroupF
AATKVH010000032.1_5,GCA_012881675.1_PDT000710450.1_genomic,Soil,GroupE
AATKZR010000004.1_43,GCA_012884235.1_PDT000709658.1_genomic,Soil,GroupF
AATKZU010000004.1_43,GCA_012884285.1_PDT000709554.1_genomic,Soil,GroupF
AATKZT010000008.1_180,GCA_012884315.1_PDT000709097.1_genomic,Soil,GroupF
AATKZV020000007.1_180,GCA_012884375.2_PDT000709079.2_genomic,Soil,GroupF
AATLAB010000006.1_180,GCA_012884475.1_PDT000709071.1_genomic,Soil,GroupF
AATLAA010000007.1_236,GCA_012884495.1_PDT000709068.1_genomic,Soil,GroupF
AATLAE020000008.1_180,GCA_012884595.2_PDT000709062.2_genomic,Soil,GroupF
AATLAH010000006.1_185,GCA_012884635.1_PDT000709056.1_genomic,Soil,GroupF
AATLIR010000008.1_171,GCA_012889215.1_PDT000707336.1_genomic,Soil,GroupE
AATLLY010000005.1_222,GCA_012891935.1_PDT000216176.2_genomic,Soil,GroupD
AATMFI020000006.1_173,GCA_012902125.2_ASM1290212v2_genomic,Soil,GroupA
AATMGA010000091.1_4,GCA_012903885.1_PDT000722670.1_genomic,Soil,GroupF
AATMUF010000092.1_4,GCA_012915265.1_PDT000722658.1_genomic,Soil,GroupF
AATMXP020000006.1_185,GCA_012917025.2_ASM1291702v2_genomic,Soil,GroupA
AATMXR020000029.1_6,GCA_012917065.2_ASM1291706v2_genomic,Soil,GroupA
AATMXS020000007.1_176,GCA_012917105.2_ASM1291710v2_genomic,Soil,GroupA
AATNCP010000003.1_55,GCA_012919665.1_PDT000717614.1_genomic,Soil,GroupF
AATPFF010000028.1_5,GCA_013044805.1_PDT000405306.1_genomic,Soil,GroupF
AATPFJ010000016.1_77,GCA_013044875.1_PDT000405303.1_genomic,Soil,GroupF
AATPFR010000001.1_267,GCA_013044965.1_PDT000405277.1_genomic,Soil,GroupF
AATPFL010000017.1_6,GCA_013044985.1_PDT000405298.1_genomic,Soil,GroupF
AATPGB010000011.1_180,GCA_013044995.1_PDT000405235.1_genomic,Soil,GroupF
AATPGD010000003.1_179,GCA_013045035.1_PDT000405224.1_genomic,Soil,GroupF
AATPFW010000007.1_220,GCA_013045105.1_PDT000405262.1_genomic,Soil,GroupF
AATPFX010000010.1_140,GCA_013045265.1_PDT000405258.1_genomic,Soil,GroupF
AATPFY010000006.1_36,GCA_013045285.1_PDT000405245.1_genomic,Soil,GroupF
AATPFN010000008.1_155,GCA_013045365.1_PDT000405292.1_genomic,Soil,GroupF
AATPGG010000004.1_187,GCA_013045445.1_PDT000405212.1_genomic,Soil,GroupF
AATPFT010000004.1_36,GCA_013045465.1_PDT000405267.1_genomic,Soil,GroupF
AATPGE010000022.1_22,GCA_013045525.1_PDT000405225.1_genomic,Soil,GroupF
AATPGA010000015.1_100,GCA_013045605.1_PDT000405236.1_genomic,Soil,GroupF
AATPFO010000017.1_46,GCA_013045645.1_PDT000405286.1_genomic,Soil,GroupF
AATPGF010000009.1_6,GCA_013045665.1_PDT000405220.1_genomic,Soil,GroupF
AATPMX010000004.1_180,GCA_013049985.1_PDT000281734.4_genomic,Soil,GroupA
AATQIH010000059.1_24,GCA_013063145.1_PDT000354938.1_genomic,Soil,GroupC
AATQNW010000018.1_57,GCA_013066105.1_PDT000343624.1_genomic,Soil,GroupC
AATQOC010000066.1_24,GCA_013066165.1_PDT000343607.1_genomic,Soil,GroupC
AATQNY010000038.1_5,GCA_013066175.1_PDT000343612.1_genomic,Soil,GroupC
AATQOE010000025.1_57,GCA_013066265.1_PDT000343602.1_genomic,Soil,GroupC
AATQOD010000031.1_5,GCA_013066335.1_PDT000343606.1_genomic,Soil,GroupC
AATQRD010000110.1_6,GCA_013067395.1_PDT000203420.4_genomic,Soil,GroupD
AATQSI010000048.1_4,GCA_013067805.1_PDT000200193.4_genomic,Soil,GroupD
AATQSC010000041.1_5,GCA_013068105.1_PDT000200185.4_genomic,Soil,GroupD
AATQTA010000061.1_5,GCA_013068565.1_PDT000235926.5_genomic,Soil,GroupD
AATQTB010000075.1_5,GCA_013068665.1_PDT000235849.5_genomic,Soil,GroupD
JABEYN010000121.1_37,GCA_013073145.1_ASM1307314v1_genomic,Soil,GroupE
AATRMA010000028.1_38,GCA_013092635.1_PDT000734924.1_genomic,Soil,GroupE
AATROR010000061.1_6,GCA_013093675.1_PDT000734942.1_genomic,Soil,GroupF
AATROM010000009.1_182,GCA_013093835.1_PDT000734943.1_genomic,Soil,GroupF
AATRRO010000009.1_85,GCA_013094895.1_PDT000734906.1_genomic,Soil,GroupF
AATRRC010000024.1_5,GCA_013094995.1_PDT000734937.1_genomic,Soil,GroupE
AATRRE010000059.1_6,GCA_013095335.1_PDT000734928.1_genomic,Soil,GroupF
AATRRD010000003.1_184,GCA_013095795.1_PDT000734929.1_genomic,Soil,GroupE
JABADW010000008.1_225,GCA_013185325.1_ASM1318532v1_genomic,Soil,GroupD
JABADX010000035.1_39,GCA_013185345.1_ASM1318534v1_genomic,Soil,GroupD
JABADV010000008.1_6,GCA_013185355.1_ASM1318535v1_genomic,Soil,GroupD
JABADU010000056.1_36,GCA_013185405.1_ASM1318540v1_genomic,Soil,GroupD
JABADQ010000075.1_6,GCA_013185445.1_ASM1318544v1_genomic,Soil,GroupD
JABADR010000052.1_100,GCA_013185455.1_ASM1318545v1_genomic,Soil,GroupD
JABADP010000025.1_100,GCA_013185485.1_ASM1318548v1_genomic,Soil,GroupD
JABWHW010000009.1_276,GCA_013363415.1_ASM1336341v1_genomic,Soil,GroupA
AAUBHW010000091.1_4,GCA_013502035.1_PDT000784550.2_genomic,Soil,GroupF
AATYBL010000024.1_54,GCA_013537915.1_PDT000789977.2_genomic,Soil,GroupF
AATYBM010000091.1_4,GCA_013537995.1_PDT000789976.2_genomic,Soil,GroupF
AAVRPM010000003.1_209,GCA_014386305.1_PDT000343882.1_genomic,Soil,GroupF
AAVRPY010000138.1_5,GCA_014386565.1_PDT000343867.1_genomic,Soil,GroupF
AAVRQM010000066.1_24,GCA_014386865.1_PDT000343844.1_genomic,Soil,GroupF
AAVYYZ010000029.1_5,GCA_014521565.1_PDT000712995.1_genomic,Soil,GroupE
AAVYZI010000039.1_5,GCA_014521585.1_PDT000712932.1_genomic,Soil,GroupE
AAVYYW010000010.1_180,GCA_014521635.1_PDT000712996.1_genomic,Soil,GroupE
AAVYZH010000050.1_5,GCA_014521685.1_PDT000712928.1_genomic,Soil,GroupE
AAVYZA010000011.1_71,GCA_014521705.1_PDT000712991.1_genomic,Soil,GroupE
AAVYYV010000037.1_4,GCA_014521745.1_PDT000713001.1_genomic,Soil,GroupE
AAVYZQ010000008.1_5,GCA_014521785.1_PDT000589392.1_genomic,Soil,GroupE
AAVYZS010000033.1_5,GCA_014521835.1_PDT000589390.1_genomic,Soil,GroupE
AAVYZO010000008.1_184,GCA_014521865.1_PDT000589391.1_genomic,Soil,GroupE
AAVYZX010000018.1_99,GCA_014521945.1_PDT000589382.1_genomic,Soil,GroupE
AAVYZW010000053.1_5,GCA_014521965.1_PDT000589381.1_genomic,Soil,GroupE
AAVYZN010000037.1_5,GCA_014522145.1_PDT000589393.1_genomic,Soil,GroupE
AAWHRQ010000010.1_181,GCA_014740375.1_PDT000844882.1_genomic,Soil,GroupE
AAWHSA010000003.1_249,GCA_014740495.1_PDT000844874.1_genomic,Soil,GroupF
AAWHYY010000008.1_221,GCA_014744235.1_PDT000844681.1_genomic,Soil,GroupE
AAWHYZ010000008.1_221,GCA_014744295.1_PDT000844680.1_genomic,Soil,GroupE
AAWHZC010000005.1_46,GCA_014744315.1_PDT000844678.1_genomic,Soil,GroupE
AAWHYV010000010.1_175,GCA_014744335.1_PDT000844682.1_genomic,Soil,GroupE
AAWHZF010000007.1_136,GCA_014744415.1_PDT000844677.1_genomic,Soil,GroupE
AAWHZE010000005.1_234,GCA_014744435.1_PDT000844671.1_genomic,Soil,GroupE
AAWHZH010000006.1_46,GCA_014745195.1_PDT000844670.1_genomic,Soil,GroupE
AAWHZI010000006.1_46,GCA_014745215.1_PDT000844669.1_genomic,Soil,GroupE
AAWIUJ010000058.1_5,GCA_014765785.1_PDT000848334.1_genomic,Soil,GroupF
AAWJGA010000004.1_185,GCA_014776295.1_PDT000848706.1_genomic,Soil,GroupF
AAWJHM010000038.1_6,GCA_014777475.1_PDT000848708.1_genomic,Soil,GroupF
AAWJIS010000030.1_5,GCA_014777955.1_PDT000848705.1_genomic,Soil,GroupF
AAWJJX010000036.1_18,GCA_014779275.1_PDT000848709.1_genomic,Soil,GroupF
AAWJWP010000004.1_272,GCA_014786225.1_PDT000849342.1_genomic,Soil,GroupF
AAWJWS010000030.1_5,GCA_014786265.1_PDT000849339.1_genomic,Soil,GroupF
AAWJWT010000032.1_17,GCA_014786325.1_PDT000849338.1_genomic,Soil,GroupF
AAWLAY010000006.1_172,GCA_014827675.1_PDT000850901.1_genomic,Soil,GroupA
AAWLIP010000011.1_91,GCA_014888895.1_PDT000860206.1_genomic,Soil,GroupE
AAWLIY010000041.1_6,GCA_014889075.1_PDT000860208.1_genomic,Soil,GroupE
AAWLJA010000044.1_6,GCA_014889095.1_PDT000860207.1_genomic,Soil,GroupE
AAWLIW010000041.1_6,GCA_014889195.1_PDT000860210.1_genomic,Soil,GroupE
AAWLKD010000049.1_6,GCA_014889915.1_PDT000860209.1_genomic,Soil,GroupE
AAWLNA010000009.1_5,GCA_014891535.1_PDT000860087.1_genomic,Soil,GroupE
AAWLZJ010000009.1_5,GCA_014912245.1_PDT000860088.1_genomic,Soil,GroupE
AAWLZH010000008.1_181,GCA_014912285.1_PDT000860089.1_genomic,Soil,GroupE
AAWLZF010000014.1_86,GCA_014912365.1_PDT000860094.1_genomic,Soil,GroupE
AAWMAG010000028.1_5,GCA_014912425.1_PDT000860056.1_genomic,Soil,GroupE
AAWMAN010000008.1_180,GCA_014912665.1_PDT000860050.1_genomic,Soil,GroupE
AAWMAM010000007.1_180,GCA_014912745.1_PDT000860051.1_genomic,Soil,GroupE
AAWLZU010000027.1_6,GCA_014912985.1_PDT000860068.1_genomic,Soil,GroupE
AAWMAL010000008.1_180,GCA_014913105.1_PDT000860049.1_genomic,Soil,GroupE
AAWLZV010000027.1_6,GCA_014913145.1_PDT000860067.1_genomic,Soil,GroupE
AAWMKU010000043.1_5,GCA_014922435.1_PDT000864873.1_genomic,Soil,GroupF
AAWMNQ010000106.1_10,GCA_014923895.1_PDT000864871.1_genomic,Soil,GroupD
AAWRBY010000027.1_5,GCA_014936125.1_PDT000861886.1_genomic,Soil,GroupE
AAWQWV010000009.1_180,GCA_014966115.1_PDT000861888.1_genomic,Soil,GroupE
AAWTRW010000001.1_148,GCA_015079035.1_PDT000857006.1_genomic,Soil,GroupF
AAWTST010000002.1_226,GCA_015079395.1_PDT000856975.1_genomic,Soil,GroupF
AAWTSI010000010.1_181,GCA_015079595.1_PDT000856989.1_genomic,Soil,GroupE
AAXALJ010000006.1_194,GCA_015224105.1_PDT000877384.1_genomic,Soil,GroupF
JAAMSQ010000012.1_36,GCA_015230575.1_ASM1523057v1_genomic,Soil,GroupE
JAAMST010000042.1_5,GCA_015230615.1_ASM1523061v1_genomic,Soil,GroupE
JAAMSS010000022.1_29,GCA_015230635.1_ASM1523063v1_genomic,Soil,GroupE
JAAMSU010000010.1_168,GCA_015230645.1_ASM1523064v1_genomic,Soil,GroupE
JAAMSW010000003.1_206,GCA_015230685.1_ASM1523068v1_genomic,Soil,GroupE
JAAMSZ010000015.1_73,GCA_015230715.1_ASM1523071v1_genomic,Soil,GroupE
JAAMTC010000041.1_5,GCA_015230775.1_ASM1523077v1_genomic,Soil,GroupE
JAAMTD010000019.1_45,GCA_015230785.1_ASM1523078v1_genomic,Soil,GroupE
AAXBHE010000014.1_100,GCA_015243655.1_PDT000877917.1_genomic,Soil,GroupF
AAXBHH010000014.1_100,GCA_015243795.1_PDT000877913.1_genomic,Soil,GroupF
AAXBHR010000011.1_84,GCA_015243975.1_PDT000877905.1_genomic,Soil,GroupF
AAXBYJ010000009.1_177,GCA_015254675.1_PDT000879794.1_genomic,Soil,GroupF
AAXLOB010000025.1_6,GCA_015687735.1_PDT000897285.1_genomic,Soil,GroupF
AAXLQU010000007.1_180,GCA_015690485.1_PDT000898485.1_genomic,Soil,GroupF
AAXLRK010000018.1_86,GCA_015690925.1_PDT000897930.1_genomic,Soil,GroupF
AAXLVS010000027.1_54,GCA_015693165.1_PDT000899012.1_genomic,Soil,GroupF
AAXLVR010000009.1_54,GCA_015693205.1_PDT000899011.1_genomic,Soil,GroupF
AAXMBR010000002.1_83,GCA_015708315.1_PDT000901324.1_genomic,Soil,GroupF
AAXRIE010000008.1_54,GCA_015866295.1_PDT000906411.1_genomic,Soil,GroupF
AAXRII010000008.1_54,GCA_015867745.1_PDT000906409.1_genomic,Soil,GroupF
AAXRJP010000008.1_54,GCA_015868185.1_PDT000906362.1_genomic,Soil,GroupF
AAXSJR010000001.1_223,GCA_015892725.1_PDT000899021.1_genomic,Soil,GroupF
AAXTEG010000017.1_86,GCA_015918665.1_PDT000898185.1_genomic,Soil,GroupF
AAXTEP010000007.1_173,GCA_015918965.1_PDT000898181.1_genomic,Soil,GroupF
AAXTER010000010.1_91,GCA_015919125.1_PDT000898168.1_genomic,Soil,GroupF
AAXTGU010000015.1_91,GCA_015919525.1_PDT000898045.1_genomic,Soil,GroupF
AAXTJA010000002.1_224,GCA_015921145.1_PDT000897924.1_genomic,Soil,GroupF
AAXTLA010000008.1_180,GCA_015921805.1_PDT000897845.1_genomic,Soil,GroupF
AAXTLB010000007.1_180,GCA_015922205.1_PDT000897844.1_genomic,Soil,GroupF
AAXTLL010000040.1_5,GCA_015922425.1_PDT000897825.1_genomic,Soil,GroupF
AAXTQK010000001.1_224,GCA_015924785.1_PDT000897648.1_genomic,Soil,GroupF
AAXTPP010000002.1_224,GCA_015924925.1_PDT000897676.1_genomic,Soil,GroupF
AAXTRF010000006.1_173,GCA_015925585.1_PDT000897848.1_genomic,Soil,GroupF
AAXTVZ010000010.1_173,GCA_015927345.1_PDT000897843.1_genomic,Soil,GroupF
AAXTWH010000027.1_39,GCA_015927585.1_PDT000897674.1_genomic,Soil,GroupF
AAXTWA010000011.1_173,GCA_015928425.1_PDT000897826.1_genomic,Soil,GroupF
AAXUBF010000001.1_224,GCA_015933785.1_PDT000897691.1_genomic,Soil,GroupF
AAXWLL010000008.1_5,GCA_016118235.1_PDT000916904.1_genomic,Soil,GroupF
JAENHI010000011.1_5,GCA_016595135.1_ASM1659513v1_genomic,Soil,GroupE
DADIXY010000007.1_177,GCA_017072995.1_PDT000951181.1_genomic,Soil,GroupF
DADIZX010000008.1_178,GCA_017074215.1_PDT000951118.1_genomic,Soil,GroupD
DADJAT010000005.1_209,GCA_017074375.1_PDT000951096.1_genomic,Soil,GroupD
DADJAQ010000004.1_181,GCA_017074415.1_PDT000951092.1_genomic,Soil,GroupE
DADJAO010000008.1_171,GCA_017074535.1_PDT000951108.1_genomic,Soil,GroupD
DADJCV010000007.1_177,GCA_017075515.1_PDT000951039.1_genomic,Soil,GroupE
DADJDA010000008.1_179,GCA_017075795.1_PDT000951052.1_genomic,Soil,GroupE
DADJEO010000037.1_28,GCA_017076575.1_PDT000950999.1_genomic,Soil,GroupE
DADJFM010000007.1_173,GCA_017077115.1_PDT000950984.1_genomic,Soil,GroupE
DADJFN010000009.1_185,GCA_017077135.1_PDT000950985.1_genomic,Soil,GroupE
DADJFT010000006.1_178,GCA_017077515.1_PDT000950970.1_genomic,Soil,GroupD
JACGBV010000025.1_5,GCA_017151135.1_ASM1715113v1_genomic,Soil,GroupE
JAGKQZ010000018.1_5,GCA_017939305.1_ASM1793930v1_genomic,Soil,GroupE
JAGKQY010000109.1_84,GCA_017939345.1_ASM1793934v1_genomic,Soil,GroupE
JAGKQW010000020.1_6,GCA_017939355.1_ASM1793935v1_genomic,Soil,GroupE
JAGKQX010000021.1_90,GCA_017939365.1_ASM1793936v1_genomic,Soil,GroupE
JAGKRA010000082.1_169,GCA_017939405.1_ASM1793940v1_genomic,Soil,GroupE
JAGKRD010000116.1_89,GCA_017939485.1_ASM1793948v1_genomic,Soil,GroupE
JAGKRC010000052.1_210,GCA_017939505.1_ASM1793950v1_genomic,Soil,GroupE
ABAAQL010000006.1_180,GCA_017978445.1_PDT000848335.1_genomic,Soil,GroupF
DADWQV010000021.1_6,GCA_018023795.1_PDT000951132.1_genomic,Soil,GroupD
ABAEOL010000004.1_232,GCA_018104795.1_PDT001008912.1_genomic,Soil,GroupE
ABAEQL010000003.1_82,GCA_018106405.1_PDT001009364.1_genomic,Soil,GroupE
DAEANM010000048.1_27,GCA_018207035.1_PDT001015560.1_genomic,Soil,GroupF
ABAJNU010000004.1_82,GCA_018278465.1_PDT001018581.1_genomic,Soil,GroupF
ABAJNV010000004.1_82,GCA_018278485.1_PDT001018582.1_genomic,Soil,GroupD
ABAJNE010000004.1_83,GCA_018278685.1_PDT001018571.1_genomic,Soil,GroupD
ABAJNF010000004.1_83,GCA_018278745.1_PDT001018570.1_genomic,Soil,GroupD
ABAJND010000004.1_83,GCA_018278765.1_PDT001018569.1_genomic,Soil,GroupD
ABAJNP010000004.1_83,GCA_018279045.1_PDT001018554.1_genomic,Soil,GroupE
ABAJNT010000004.1_83,GCA_018279105.1_PDT001018553.1_genomic,Soil,GroupE
ABAJNW010000003.1_83,GCA_018279345.1_PDT001018552.1_genomic,Soil,GroupE
ABAJOH010000004.1_83,GCA_018279365.1_PDT001018550.1_genomic,Soil,GroupE
ABAJOC010000004.1_83,GCA_018279385.1_PDT001018549.1_genomic,Soil,GroupE
ABAJOA010000004.1_83,GCA_018279425.1_PDT001018548.1_genomic,Soil,GroupE
ABAJOM010000004.1_82,GCA_018279765.1_PDT001018535.1_genomic,Soil,GroupF
DAEDEL010000006.1_54,GCA_018508865.1_PDT001047125.1_genomic,Soil,GroupD
DAEDFA010000011.1_5,GCA_018508905.1_PDT001047123.1_genomic,Soil,GroupD
DAEDEY010000002.1_43,GCA_018508945.1_PDT001047122.1_genomic,Soil,GroupD
DAEDEU010000001.1_43,GCA_018509005.1_PDT001047119.1_genomic,Soil,GroupD
DAEDEX010000002.1_43,GCA_018509025.1_PDT001047118.1_genomic,Soil,GroupD
DAEDFO010000001.1_67,GCA_018509045.1_PDT001047110.1_genomic,Soil,GroupD
DAEDFE010000016.1_67,GCA_018509065.1_PDT001047114.1_genomic,Soil,GroupD
DAEDFW010000020.1_43,GCA_018509105.1_PDT001047112.1_genomic,Soil,GroupD
DAEDFM010000003.1_43,GCA_018509225.1_PDT001047102.1_genomic,Soil,GroupC
DAEDFL010000001.1_43,GCA_018509285.1_PDT001047103.1_genomic,Soil,GroupC
DAEDGB010000001.1_67,GCA_018509585.1_PDT001047091.1_genomic,Soil,GroupC
DAEDGE010000026.1_43,GCA_018509605.1_PDT001047089.1_genomic,Soil,GroupC
DAEDGG010000017.1_67,GCA_018509645.1_PDT001047086.1_genomic,Soil,GroupC
DAEDFR010000002.1_43,GCA_018551315.1_PDT001047107.1_genomic,Soil,GroupC
JAHMSW010000009.1_172,GCA_019120715.1_ASM1912071v1_genomic,Soil,GroupE
JAHMSU010000006.1_91,GCA_019120735.1_ASM1912073v1_genomic,Soil,GroupE
JAHMSV010000008.1_172,GCA_019120745.1_ASM1912074v1_genomic,Soil,GroupE
JAHMSX010000021.1_75,GCA_019120755.1_ASM1912075v1_genomic,Soil,GroupE
JAHUVK010000037.1_6,GCA_019219485.1_ASM1921948v1_genomic,Soil,GroupE
JAHUVL010000038.1_25,GCA_019219505.1_ASM1921950v1_genomic,Soil,GroupE
JAHUVI010000037.1_6,GCA_019219525.1_ASM1921952v1_genomic,Soil,GroupE
JAHUVJ010000037.1_25,GCA_019219545.1_ASM1921954v1_genomic,Soil,GroupE
ABBRGR010000100.1_4,GCA_019490865.1_PDT001105394.1_genomic,Soil,GroupF
ABBRIZ010000095.1_6,GCA_019492465.1_PDT001105720.1_genomic,Soil,GroupF
ABBRLT010000094.1_6,GCA_019493825.1_PDT001105686.1_genomic,Soil,GroupF
ABBSBN010000083.1_6,GCA_019502085.1_PDT001106267.1_genomic,Soil,GroupF
ABBSMI010000092.1_5,GCA_019508005.1_PDT001105774.1_genomic,Soil,GroupF
ABBSMV010000090.1_4,GCA_019508425.1_PDT001105744.1_genomic,Soil,GroupF
ABBSNG010000097.1_5,GCA_019508685.1_PDT001105714.1_genomic,Soil,GroupF
ABBSOC010000045.1_18,GCA_019510725.1_PDT001105689.1_genomic,Soil,GroupF
ABBSPZ010000089.1_5,GCA_019512005.1_PDT001105596.1_genomic,Soil,GroupF
ABBSQV010000082.1_4,GCA_019512465.1_PDT001105570.1_genomic,Soil,GroupF
ABBSRQ010000091.1_5,GCA_019512885.1_PDT001105543.1_genomic,Soil,GroupF
ABBSRV010000090.1_6,GCA_019513065.1_PDT001105532.1_genomic,Soil,GroupF
ABBSSG010000096.1_6,GCA_019513205.1_PDT001105514.1_genomic,Soil,GroupF
ABBSTL010000098.1_6,GCA_019513905.1_PDT001105475.1_genomic,Soil,GroupF
ABBSUD010000101.1_5,GCA_019514045.1_PDT001105447.1_genomic,Soil,GroupF
ABBSVM010000024.1_54,GCA_019515825.1_PDT001105414.1_genomic,Soil,GroupF
ABBSVZ010000094.1_5,GCA_019516905.1_PDT001105398.1_genomic,Soil,GroupF
ABBTBK010000095.1_6,GCA_019523445.1_PDT001105316.1_genomic,Soil,GroupF
ABBWIQ010000008.1_171,GCA_019569595.1_PDT001101367.1_genomic,Soil,GroupB
VCZX01000001.1_3460,GCA_019584645.1_ASM1958464v1_genomic,Soil,GroupF
VCZW01000002.1_685,GCA_019584665.1_ASM1958466v1_genomic,Soil,GroupF
VCZU01000001.1_3371,GCA_019584715.1_ASM1958471v1_genomic,Soil,GroupF
VCZV01000001.1_3373,GCA_019584725.1_ASM1958472v1_genomic,Soil,GroupF
VCZT01000001.1_888,GCA_019584845.1_ASM1958484v1_genomic,Soil,GroupF
JABUND010000040.1_5,GCA_019834445.1_ASM1983444v1_genomic,Soil,GroupD
ABCGBW010000003.1_82,GCA_019844495.1_PDT001120877.1_genomic,Soil,GroupB
ABCGDG010000003.1_82,GCA_019845135.1_PDT001120879.1_genomic,Soil,GroupB
CP082355.1_205,GCA_019890835.1_ASM1989083v1_genomic,Soil,GroupE
CP082357.1_204,GCA_019890855.1_ASM1989085v1_genomic,Soil,GroupE
ABCJZE010000017.1_4,GCA_019941475.1_PDT001127009.1_genomic,Soil,GroupF
ABCKAI010000012.1_4,GCA_019942075.1_PDT001126968.1_genomic,Soil,GroupF
JAIOVF010000007.1_48,GCA_019957215.1_ASM1995721v1_genomic,Soil,GroupF
JAIOVV010000025.1_38,GCA_019957805.1_ASM1995780v1_genomic,Soil,GroupF
ABCQQP010000004.1_83,GCA_020123755.1_PDT001136511.1_genomic,Soil,GroupB
ABCQQZ010000003.1_82,GCA_020123955.1_PDT001136512.1_genomic,Soil,GroupB
ABCQRJ010000004.1_83,GCA_020124155.1_PDT001136547.1_genomic,Soil,GroupB
ABCQRM010000002.1_82,GCA_020124175.1_PDT001136549.1_genomic,Soil,GroupB
ABCQRK010000003.1_82,GCA_020124195.1_PDT001136546.1_genomic,Soil,GroupB
ABCQRR010000003.1_82,GCA_020124235.1_PDT001136538.1_genomic,Soil,GroupB
ABCQRH010000003.1_82,GCA_020124255.1_PDT001136537.1_genomic,Soil,GroupB
ABCQRQ010000003.1_82,GCA_020124275.1_PDT001136533.1_genomic,Soil,GroupB
ABCQRP010000003.1_82,GCA_020124295.1_PDT001136534.1_genomic,Soil,GroupB
ABCQRS010000004.1_83,GCA_020124355.1_PDT001136542.1_genomic,Soil,GroupB
ABCQTK010000003.1_82,GCA_020125175.1_PDT001136544.1_genomic,Soil,GroupB
ABCQTG010000002.1_82,GCA_020125195.1_PDT001136552.1_genomic,Soil,GroupB
ABCQTH010000003.1_82,GCA_020125255.1_PDT001136545.1_genomic,Soil,GroupB
ABCQYM010000003.1_83,GCA_020128135.1_PDT001136535.1_genomic,Soil,GroupB
ABCQYL010000002.1_82,GCA_020128205.1_PDT001136548.1_genomic,Soil,GroupB
ABCSPF010000075.1_5,GCA_020205025.1_PDT000734927.1_genomic,Soil,GroupE
ABCTUH010000039.1_4,GCA_020225255.1_PDT001142854.1_genomic,Soil,GroupF
ABCUJR010000039.1_4,GCA_020233905.1_PDT001142857.1_genomic,Soil,GroupF
ABCUYR010000003.1_82,GCA_020242005.1_PDT001141945.1_genomic,Soil,GroupB
ABCUYL010000003.1_82,GCA_020242045.1_PDT001141951.1_genomic,Soil,GroupB
ABCUYM010000002.1_82,GCA_020242065.1_PDT001141950.1_genomic,Soil,GroupB
ABCUYN010000003.1_83,GCA_020242085.1_PDT001141949.1_genomic,Soil,GroupB
ABCUYO010000004.1_83,GCA_020242105.1_PDT001141947.1_genomic,Soil,GroupB
ABCUZF010000004.1_83,GCA_020242245.1_PDT001141942.1_genomic,Soil,GroupB
ABCUZJ010000004.1_83,GCA_020242265.1_PDT001141939.1_genomic,Soil,GroupB
ABCUZL010000003.1_82,GCA_020242285.1_PDT001141938.1_genomic,Soil,GroupB
ABCUZH010000003.1_82,GCA_020242305.1_PDT001141941.1_genomic,Soil,GroupB
ABCUZI010000002.1_84,GCA_020242325.1_PDT001141940.1_genomic,Soil,GroupB
ABCUZE010000004.1_83,GCA_020242405.1_PDT001141944.1_genomic,Soil,GroupB
ABCUZG010000003.1_82,GCA_020242445.1_PDT001141943.1_genomic,Soil,GroupB
ABCUZO010000004.1_83,GCA_020242485.1_PDT001141934.1_genomic,Soil,GroupB
